	sym	shp65_Vehicle_1	shp65_Vehicle_2	shp65_Vehicle_3	shp65_TNF_1	shp65_TNF_2	shp65_TNF_3
ENSG00000143376	SNX27	768	492	919	1759	832	710
ENSG00000143379	SETDB1	308	310	343	400	380	285
ENSG00000143382	ADAMTSL4	112	133	144	612	201	134
ENSG00000143384	MCL1	1235	1372	1470	1860	2318	1345
ENSG00000143387	CTSK	779	1243	1002	818	1435	731
ENSG00000143390	RFX5	613	617	771	864	816	696
ENSG00000143393	PI4KB	767	914	855	1666	1250	821
ENSG00000143398	PIP5K1A	325	248	380	698	437	293
ENSG00000143401	ANP32E	154	69	132	102	142	92
ENSG00000143409	FAM63A	332	313	428	493	360	353
ENSG00000143412	ANXA9	16	17	22	28	21	16
ENSG00000143416	SELENBP1	1541	1697	1557	1806	1883	1511
ENSG00000143418	CERS2	714	430	742	1064	552	617
ENSG00000143420	ENSA	1520	1418	1419	1409	1597	1069
ENSG00000143429	na	22	20	21	29	13	11
ENSG00000143436	MRPL9	253	208	207	216	260	161
ENSG00000143437	ARNT	511	413	573	690	578	447
ENSG00000143442	POGZ	182	124	207	473	228	159
ENSG00000143443	C1orf56	47	37	53	71	42	31
ENSG00000143457	GOLPH3L	108	97	109	228	137	86
ENSG00000143458	GABPB2	343	352	423	389	400	327
ENSG00000143476	DTL	21	18	16	18	17	12
ENSG00000143479	DYRK3	129	125	184	221	185	120
ENSG00000143486	EIF2D	716	655	654	801	771	597
ENSG00000143493	INTS7	226	183	279	433	268	182
ENSG00000143498	TAF1A	30	34	38	41	41	19
ENSG00000143499	SMYD2	393	427	357	391	493	294
ENSG00000143507	DUSP10	353	309	382	476	480	334
ENSG00000143514	TP53BP2	147	138	151	302	327	139
ENSG00000143515	ATP8B2	348	428	481	490	516	359
ENSG00000143537	ADAM15	790	781	697	972	796	652
ENSG00000143543	JTB	998	1143	1039	944	1118	901
ENSG00000143545	RAB13	608	357	555	781	379	313
ENSG00000143549	TPM3	1897	1729	1776	1422	2096	1296
ENSG00000143553	SNAPIN	211	174	255	283	207	198
ENSG00000143554	SLC27A3	746	961	687	1272	1192	629
ENSG00000143569	UBAP2L	587	410	603	1187	655	526
ENSG00000143570	SLC39A1	507	459	438	599	515	409
ENSG00000143575	HAX1	1062	902	922	971	954	912
ENSG00000143578	CREB3L4	37	37	27	34	35	24
ENSG00000143612	C1orf43	2840	2060	2556	2704	2436	2121
ENSG00000143614	GATAD2B	110	67	121	378	103	122
ENSG00000143621	ILF2	1217	939	1223	1206	1300	982
ENSG00000143622	RIT1	243	197	243	185	255	176
ENSG00000143624	INTS3	647	589	659	1178	757	632
ENSG00000143633	C1orf131	97	86	118	109	137	70
ENSG00000143641	GALNT2	1901	2076	2447	3271	2480	2124
ENSG00000143643	TTC13	179	110	186	222	184	135
ENSG00000143653	SCCPDH	1384	1503	1553	1143	1863	1220
ENSG00000143669	LYST	521	268	473	903	580	352
ENSG00000143702	CEP170	568	357	539	750	618	398
ENSG00000143727	ACP1	735	591	715	659	766	496
ENSG00000143740	SNAP47	335	339	283	358	331	253
ENSG00000143742	SRP9	929	654	939	709	1083	662
ENSG00000143748	NVL	156	104	132	184	154	98
ENSG00000143751	SDE2	390	386	465	398	484	331
ENSG00000143753	DEGS1	782	575	853	1162	964	640
ENSG00000143756	FBXO28	726	491	686	722	850	532
ENSG00000143761	ARF1	1278	1053	1539	2586	1539	1346
ENSG00000143771	CNIH4	508	301	529	365	513	418
ENSG00000143772	ITPKB	62	54	52	287	113	67
ENSG00000143774	GUK1	2081	2159	1899	1605	2112	1602
ENSG00000143776	CDC42BPA	683	524	713	1236	927	480
ENSG00000143786	CNIH3	18	20	20	27	17	22
ENSG00000143793	C1orf35	73	117	62	60	82	40
ENSG00000143797	MBOAT2	101	85	97	93	125	70
ENSG00000143799	PARP1	243	282	227	428	282	191
ENSG00000143801	PSEN2	280	283	284	290	291	270
ENSG00000143811	PYCR2	135	165	152	244	182	121
ENSG00000143815	LBR	739	519	735	1078	960	525
ENSG00000143819	EPHX1	1914	1384	1850	3917	2020	1832
ENSG00000143842	SOX13	122	107	124	184	114	120
ENSG00000143845	ETNK2	39	117	84	37	128	82
ENSG00000143862	ARL8A	166	189	174	219	225	148
ENSG00000143867	OSR1	38	53	35	51	52	39
ENSG00000143870	PDIA6	3123	3320	3761	3125	3732	2990
ENSG00000143878	RHOB	3086	4742	3737	4054	5558	3138
ENSG00000143889	HNRNPLL	189	145	191	203	194	118
ENSG00000143891	GALM	239	194	220	199	221	158
ENSG00000143919	CAMKMT	48	27	45	42	50	24
ENSG00000143924	EML4	528	344	446	602	535	408
ENSG00000143933	CALM2	2037	2008	1935	1515	2629	1298
ENSG00000143942	CHAC2	32	22	29	42	55	25
ENSG00000143947	RPS27A	4229	3653	3543	3043	4326	2775
ENSG00000143951	WDPCP	170	138	130	185	152	128
ENSG00000143952	VPS54	511	421	476	646	642	400
ENSG00000143970	ASXL2	464	322	516	1274	669	452
ENSG00000143971	ETAA1	166	100	91	159	199	55
ENSG00000143977	SNRPG	188	118	147	108	187	110
ENSG00000143994	ABHD1	26	16	22	22	26	18
ENSG00000143995	MEIS1	304	236	309	290	324	232
ENSG00000144021	CIAO1	631	695	622	812	813	555
ENSG00000144026	ZNF514	177	153	136	196	222	139
ENSG00000144028	SNRNP200	558	483	629	2005	726	604
ENSG00000144029	MRPS5	491	457	421	415	474	312
ENSG00000144034	TPRKB	106	83	107	75	112	63
ENSG00000144036	EXOC6B	491	338	457	1010	578	444
ENSG00000144040	SFXN5	206	247	251	318	245	210
ENSG00000144043	TEX261	501	346	503	722	458	400
ENSG00000144048	DUSP11	146	115	150	116	179	94
ENSG00000144061	NPHP1	14	282	9	25	373	21
ENSG00000144115	THNSL2	85	94	90	153	102	74
ENSG00000144118	RALB	347	293	384	372	364	295
ENSG00000144120	TMEM177	78	65	62	72	92	90
ENSG00000144134	RABL2A	14	23	26	28	25	23
ENSG00000144136	SLC20A1	293	233	357	677	401	255
ENSG00000144161	ZC3H8	62	43	66	89	90	37
ENSG00000144182	LIPT1	56	42	70	63	81	36
ENSG00000144199	FAHD2B	35	34	29	33	42	27
ENSG00000144224	UBXN4	399	251	382	893	450	309
ENSG00000144228	SPOPL	235	157	245	318	279	185
ENSG00000144231	POLR2D	237	179	284	412	285	205
ENSG00000144233	AMMECR1L	759	669	972	1229	932	778
ENSG00000144278	GALNT13	16	23	21	8	25	11
ENSG00000144283	PKP4	222	136	260	283	195	179
ENSG00000144306	SCRN3	218	158	193	245	292	169
ENSG00000144320	KIAA1715	1626	1117	1712	1670	1834	1216
ENSG00000144357	UBR3	2042	1461	2171	3672	2510	1758
ENSG00000144362	PHOSPHO2	53	47	58	59	53	46
ENSG00000144366	GULP1	201	202	190	236	361	124
ENSG00000144369	FAM171B	383	214	342	372	377	258
ENSG00000144381	HSPD1	3828	3015	4620	4290	3780	3134
ENSG00000144401	METTL21A	130	107	92	104	116	70
ENSG00000144426	NBEAL1	1501	894	1296	1803	1575	948
ENSG00000144445	KANSL1L	225	144	235	279	235	160
ENSG00000144451	SPAG16	139	105	123	125	151	92
ENSG00000144455	SUMF1	450	331	288	390	401	273
ENSG00000144468	RHBDD1	437	233	363	479	327	292
ENSG00000144476	ACKR3	114	59	131	118	71	119
ENSG00000144485	HES6	71	79	49	80	62	27
ENSG00000144488	ESPNL	76	125	70	90	115	48
ENSG00000144504	ANKMY1	43	43	32	57	37	34
ENSG00000144524	COPS7B	92	98	110	194	130	102
ENSG00000144535	DIS3L2	136	156	158	222	171	136
ENSG00000144554	FANCD2	33	23	26	57	41	35
ENSG00000144559	TAMM41	70	38	91	94	54	60
ENSG00000144560	VGLL4	174	198	175	202	203	139
ENSG00000144566	RAB5A	378	270	384	513	439	257
ENSG00000144567	FAM134A	1058	1006	1373	1234	1118	1134
ENSG00000144579	CTDSP1	384	380	423	516	465	394
ENSG00000144580	RQCD1	520	338	584	558	561	458
ENSG00000144589	STK11IP	75	111	77	174	125	103
ENSG00000144591	GMPPA	375	390	399	460	483	373
ENSG00000144597	EAF1	347	244	396	411	432	331
ENSG00000144635	DYNC1LI1	410	314	385	380	435	234
ENSG00000144642	RBMS3	774	457	794	876	776	604
ENSG00000144645	OSBPL10	35	30	37	56	53	44
ENSG00000144647	POMGNT2	221	163	198	259	188	174
ENSG00000144649	FAM198A	29	44	18	30	47	35
ENSG00000144655	CSRNP1	74	58	69	148	149	71
ENSG00000144659	SLC25A38	373	332	404	400	383	333
ENSG00000144668	ITGA9	34	15	23	40	33	18
ENSG00000144674	GOLGA4	846	482	439	2689	1598	283
ENSG00000144677	CTDSPL	572	408	537	586	515	412
ENSG00000144711	IQSEC1	117	118	159	594	167	156
ENSG00000144713	RPL32	7434	3659	5758	5004	5072	4790
ENSG00000144724	PTPRG	1927	1887	2220	4761	3080	2065
ENSG00000144736	SHQ1	226	250	218	268	290	186
ENSG00000144741	SLC25A26	284	282	293	278	319	246
ENSG00000144744	UBA3	598	494	575	564	665	401
ENSG00000144746	ARL6IP5	3247	2263	3620	4147	3864	2743
ENSG00000144747	TMF1	519	280	359	618	530	245
ENSG00000144749	LRIG1	602	861	953	1618	1050	878
ENSG00000144791	LIMD1	192	202	212	428	232	175
ENSG00000144792	ZNF660	30	19	30	51	27	23
ENSG00000144802	NFKBIZ	40	36	45	532	466	199
ENSG00000144810	COL8A1	35	43	103	74	71	92
ENSG00000144815	NXPE3	170	150	236	347	203	177
ENSG00000144824	PHLDB2	532	447	452	740	708	416
ENSG00000144827	ABHD10	518	448	508	501	594	343
ENSG00000144840	RABL3	242	187	244	259	260	146
ENSG00000144843	ADPRH	99	63	88	182	125	62
ENSG00000144848	ATG3	410	389	440	352	427	276
ENSG00000144857	BOC	41	88	58	109	92	51
ENSG00000144867	SRPRB	1152	1178	1328	1259	1427	1114
ENSG00000144891	AGTR1	405	616	532	510	932	333
ENSG00000144895	EIF2A	1437	911	1116	1395	1523	805
ENSG00000144908	ALDH1L1	2163	2111	2728	2939	2225	2371
ENSG00000144909	OSBPL11	2341	1445	2548	4570	2785	2191
ENSG00000144935	TRPC1	131	172	134	111	231	127
ENSG00000144959	NCEH1	86	43	68	89	114	67
ENSG00000145012	LPP	482	361	612	1431	666	569
ENSG00000145014	TMEM44	19	15	15	40	16	14
ENSG00000145016	KIAA0226	153	143	211	336	190	188
ENSG00000145022	TCTA	451	355	470	580	418	438
ENSG00000145041	VPRBP	459	342	530	871	467	359
ENSG00000145050	MANF	322	298	429	291	355	303
ENSG00000145147	SLIT2	125	151	200	457	258	147
ENSG00000145191	EIF2B5	428	399	429	536	499	329
ENSG00000145194	ECE2	72	87	76	70	87	59
ENSG00000145214	DGKQ	188	244	166	285	206	152
ENSG00000145216	FIP1L1	164	82	139	132	138	85
ENSG00000145217	SLC26A1	63	54	38	60	62	46
ENSG00000145220	LYAR	119	117	96	86	137	73
ENSG00000145241	CENPC	130	84	113	185	168	65
ENSG00000145242	EPHA5	33	33	48	41	50	42
ENSG00000145246	ATP10D	333	267	451	419	386	346
ENSG00000145284	SCD5	41	34	55	61	41	30
ENSG00000145293	ENOPH1	194	198	229	204	343	147
ENSG00000145331	TRMT10A	95	45	91	82	95	48
ENSG00000145332	KLHL8	372	240	315	382	358	275
ENSG00000145348	TBCK	572	373	576	600	608	504
ENSG00000145349	CAMK2D	1803	1414	1867	2150	2291	1431
ENSG00000145354	CISD2	171	175	136	109	196	105
ENSG00000145358	DDIT4L	449	411	696	374	529	483
ENSG00000145362	ANK2	1425	927	1157	2030	1411	987
ENSG00000145365	TIFA	9	25	23	83	95	41
ENSG00000145375	SPATA5	236	192	248	283	250	161
ENSG00000145386	CCNA2	73	59	76	69	61	51
ENSG00000145388	METTL14	184	123	145	220	158	80
ENSG00000145390	USP53	611	375	460	947	762	335
ENSG00000145391	SETD7	2547	1802	2929	3697	3102	2124
ENSG00000145414	NAF1	47	27	61	83	63	35
ENSG00000145416	MARCH1	18	18	20	46	36	15
ENSG00000145425	RPS3A	3378	3297	3011	2245	3266	2152
ENSG00000145431	PDGFC	489	312	495	644	566	365
ENSG00000145439	CBR4	252	195	282	261	288	170
ENSG00000145476	CYP4V2	181	125	167	200	177	112
ENSG00000145494	NDUFS6	300	220	236	255	269	174
ENSG00000145495	MARCH6	776	638	812	2439	1135	856
ENSG00000145545	SRD5A1	235	198	255	336	325	191
ENSG00000145555	MYO10	148	150	167	330	165	138
ENSG00000145592	RPL37	4797	2927	3858	3511	3658	2983
ENSG00000145604	SKP2	256	172	301	306	279	210
ENSG00000145623	OSMR	570	423	584	1653	773	587
ENSG00000145632	PLK2	422	335	375	844	863	503
ENSG00000145675	PIK3R1	1573	1473	1457	2667	1963	988
ENSG00000145685	LHFPL2	408	353	491	767	558	387
ENSG00000145687	SSBP2	162	135	173	229	213	114
ENSG00000145715	RASA1	424	302	478	726	444	334
ENSG00000145723	GIN1	100	78	82	96	116	47
ENSG00000145725	PPIP5K2	589	382	500	738	738	384
ENSG00000145730	PAM	2696	2981	3700	3541	3895	2837
ENSG00000145734	BDP1	621	450	535	1140	830	348
ENSG00000145736	GTF2H2	25	21	35	55	33	25
ENSG00000145740	SLC30A5	786	680	908	899	934	650
ENSG00000145741	BTF3	2699	1969	2526	2467	2398	1821
ENSG00000145743	FBXL17	428	306	478	759	548	357
ENSG00000145757	SPATA9	35	32	56	36	55	37
ENSG00000145777	TSLP	30	12	13	40	26	16
ENSG00000145779	TNFAIP8	1298	1032	1521	1392	1740	1037
ENSG00000145780	FEM1C	691	470	622	1376	998	609
ENSG00000145781	COMMD10	204	171	240	209	281	185
ENSG00000145782	ATG12	656	467	554	643	652	414
ENSG00000145817	YIPF5	1106	666	1068	921	1093	748
ENSG00000145819	ARHGAP26	75	96	86	119	120	72
ENSG00000145833	DDX46	364	335	407	575	429	254
ENSG00000145860	RNF145	210	188	297	384	301	218
ENSG00000145868	FBXO38	481	383	488	541	597	359
ENSG00000145882	PCYOX1L	52	56	99	84	89	86
ENSG00000145901	TNIP1	1707	2040	2284	2591	2309	2148
ENSG00000145907	G3BP1	3798	2797	4100	4166	4021	2896
ENSG00000145908	ZNF300	35	29	29	54	35	21
ENSG00000145912	NHP2	230	188	251	210	259	154
ENSG00000145916	RMND5B	278	295	274	393	328	237
ENSG00000145919	BOD1	385	369	319	410	556	280
ENSG00000145945	FAM50B	54	78	52	65	77	49
ENSG00000145979	TBC1D7	117	122	92	156	118	89
ENSG00000145982	FARS2	234	250	246	224	287	212
ENSG00000145990	GFOD1	169	133	182	356	173	158
ENSG00000145996	CDKAL1	386	253	362	328	323	289
ENSG00000146007	ZMAT2	627	578	638	444	584	511
ENSG00000146021	KLHL3	30	29	28	50	48	23
ENSG00000146054	TRIM7	36	47	28	26	44	20
ENSG00000146063	TRIM41	228	200	243	244	234	182
ENSG00000146066	HIGD2A	323	237	291	355	302	259
ENSG00000146067	FAM193B	135	124	141	243	203	137
ENSG00000146072	TNFRSF21	746	726	1244	1214	936	1030
ENSG00000146083	RNF44	22	23	38	143	37	54
ENSG00000146085	MUT	534	400	505	1133	679	394
ENSG00000146109	ABT1	168	123	143	154	167	136
ENSG00000146112	PPP1R18	304	351	283	519	472	348
ENSG00000146122	DAAM2	107	96	111	260	141	73
ENSG00000146143	PRIM2	42	44	44	32	57	29
ENSG00000146147	MLIP	134	130	126	113	170	83
ENSG00000146197	SCUBE3	465	417	1004	1847	608	973
ENSG00000146223	RPL7L1	1521	1352	1649	1680	1623	1183
ENSG00000146232	NFKBIE	43	57	42	345	377	155
ENSG00000146242	TPBG	69	111	91	159	189	72
ENSG00000146243	IRAK1BP1	40	25	38	40	28	22
ENSG00000146247	PHIP	645	383	484	1041	783	306
ENSG00000146263	MMS22L	112	75	117	147	137	90
ENSG00000146278	PNRC1	360	356	444	1166	888	572
ENSG00000146281	PM20D2	47	28	46	51	49	56
ENSG00000146282	RARS2	739	579	667	622	755	527
ENSG00000146350	TBC1D32	85	94	90	104	142	82
ENSG00000146373	RNF217	296	179	301	393	286	224
ENSG00000146374	RSPO3	18	9	25	25	29	15
ENSG00000146376	ARHGAP18	837	733	750	854	1224	567
ENSG00000146386	ABRACL	38	38	31	31	38	28
ENSG00000146409	SLC18B1	122	119	133	116	155	98
ENSG00000146411	SLC2A12	32	30	45	41	55	42
ENSG00000146414	SHPRH	390	283	330	630	523	278
ENSG00000146416	AIG1	628	549	652	605	625	535
ENSG00000146425	DYNLT1	283	190	284	258	300	241
ENSG00000146426	TIAM2	29	40	49	80	55	43
ENSG00000146433	TMEM181	904	682	915	997	1058	686
ENSG00000146457	WTAP	508	465	620	1410	1596	1039
ENSG00000146463	ZMYM4	887	510	827	1144	809	630
ENSG00000146476	ARMT1	433	276	444	455	525	292
ENSG00000146477	SLC22A3	176	111	144	275	159	120
ENSG00000146535	GNA12	283	208	253	835	270	224
ENSG00000146540	C7orf50	636	872	556	529	695	520
ENSG00000146556	WASH2P	23	23	34	33	27	13
ENSG00000146574	CCZ1B	48	16	45	46	38	27
ENSG00000146576	C7orf26	92	105	69	129	125	76
ENSG00000146587	RBAK	261	169	263	458	275	159
ENSG00000146648	EGFR	802	586	711	2312	1028	675
ENSG00000146670	CDCA5	30	48	41	25	44	36
ENSG00000146674	IGFBP3	1132	1243	1323	1104	1458	936
ENSG00000146676	PURB	230	160	180	635	309	170
ENSG00000146701	MDH2	1251	1272	1426	2044	1529	1466
ENSG00000146729	GBAS	1042	583	1001	1061	1084	743
ENSG00000146731	CCT6A	1967	1806	1952	1935	2258	1444
ENSG00000146733	PSPH	225	171	218	235	237	169
ENSG00000146757	ZNF92	90	35	49	83	81	15
ENSG00000146776	ATXN7L1	71	38	96	124	67	61
ENSG00000146802	TMEM168	288	191	252	468	356	217
ENSG00000146826	C7orf43	50	97	95	123	120	83
ENSG00000146828	SLC12A9	71	67	102	157	109	85
ENSG00000146830	GIGYF1	170	252	160	271	218	138
ENSG00000146833	TRIM4	248	236	255	419	307	207
ENSG00000146834	MEPCE	181	203	172	203	206	134
ENSG00000146842	TMEM209	216	97	224	241	205	160
ENSG00000146858	ZC3HAV1L	38	34	41	86	48	36
ENSG00000146859	TMEM140	331	284	423	474	366	349
ENSG00000146872	TLK2	283	206	266	286	311	198
ENSG00000146909	NOM1	153	149	185	224	181	131
ENSG00000146918	NCAPG2	55	38	52	78	78	31
ENSG00000146963	C7orf55-LUC7L2	158	128	154	197	163	111
ENSG00000146966	DENND2A	36	58	42	51	67	37
ENSG00000147010	SH3KBP1	680	476	768	1077	701	565
ENSG00000147027	TMEM47	761	580	937	1287	1189	760
ENSG00000147044	CASK	601	416	635	1135	679	591
ENSG00000147050	KDM6A	221	132	202	321	238	183
ENSG00000147065	MSN	731	574	507	1452	934	510
ENSG00000147099	HDAC8	167	145	199	173	177	140
ENSG00000147100	SLC16A2	286	183	486	678	270	366
ENSG00000147118	ZNF182	37	17	18	64	25	10
ENSG00000147119	CHST7	72	149	98	61	112	64
ENSG00000147121	KRBOX4	48	70	62	65	85	41
ENSG00000147123	NDUFB11	1057	1093	954	904	1112	953
ENSG00000147124	ZNF41	119	105	103	157	142	76
ENSG00000147130	ZMYM3	187	172	186	399	168	192
ENSG00000147133	TAF1	311	313	296	734	427	241
ENSG00000147140	NONO	1891	1903	2081	2335	2181	1643
ENSG00000147155	EBP	3267	2021	2601	2743	2234	2416
ENSG00000147162	OGT	1725	1645	1932	3156	2675	1643
ENSG00000147164	SNX12	625	484	626	612	626	508
ENSG00000147174	ACRC	25	22	23	22	28	18
ENSG00000147202	DIAPH2	388	316	356	603	503	292
ENSG00000147224	PRPS1	436	384	455	481	437	388
ENSG00000147231	CXorf57	32	28	42	43	32	30
ENSG00000147251	DOCK11	4869	2755	3809	6885	5295	2779
ENSG00000147257	GPC3	16	18	34	37	15	25
ENSG00000147274	RBMX	590	521	591	656	777	420
ENSG00000147316	MCPH1	221	153	150	256	228	131
ENSG00000147324	MFHAS1	137	114	126	218	165	100
ENSG00000147364	FBXO25	339	217	340	346	316	241
ENSG00000147383	NSDHL	2672	1951	2603	2522	2443	2344
ENSG00000147394	ZNF185	30	25	19	37	27	13
ENSG00000147400	CETN2	1035	799	946	744	962	647
ENSG00000147403	RPL10	6703	6070	5559	6187	6425	5175
ENSG00000147408	CSGALNACT1	25	47	30	70	58	44
ENSG00000147416	ATP6V1B2	884	758	994	1295	1054	770
ENSG00000147419	CCDC25	509	334	418	462	492	303
ENSG00000147421	HMBOX1	610	342	561	885	543	412
ENSG00000147439	BIN3	39	59	52	74	71	46
ENSG00000147454	SLC25A37	98	110	96	137	128	72
ENSG00000147457	CHMP7	534	591	594	627	588	481
ENSG00000147459	DOCK5	424	370	480	885	596	451
ENSG00000147465	STAR	133	96	121	219	152	135
ENSG00000147471	PROSC	529	463	534	634	543	423
ENSG00000147475	ERLIN2	952	816	1122	1029	1088	819
ENSG00000147509	RGS20	21	24	39	29	27	14
ENSG00000147526	TACC1	532	616	631	787	864	427
ENSG00000147533	GOLGA7	398	211	497	444	395	301
ENSG00000147535	PPAPDC1B	119	104	140	162	139	95
ENSG00000147536	GINS4	24	22	14	22	32	29
ENSG00000147548	WHSC1L1	427	392	437	816	541	317
ENSG00000147576	ADHFE1	48	43	51	82	44	33
ENSG00000147586	MRPS28	72	91	78	87	81	66
ENSG00000147592	LACTB2	198	124	148	191	252	119
ENSG00000147601	TERF1	124	70	162	167	134	101
ENSG00000147604	RPL7	5425	5159	4792	3658	5910	3563
ENSG00000147642	SYBU	28	20	23	20	18	14
ENSG00000147649	MTDH	1815	1769	1800	2152	2572	1338
ENSG00000147650	LRP12	115	100	102	219	147	84
ENSG00000147654	EBAG9	140	105	136	136	142	95
ENSG00000147669	POLR2K	334	194	294	278	368	207
ENSG00000147677	EIF3H	2048	1140	2163	1788	1651	1469
ENSG00000147679	UTP23	197	150	220	245	239	121
ENSG00000147684	NDUFB9	914	729	906	806	769	702
ENSG00000147687	TATDN1	185	106	190	154	179	112
ENSG00000147789	ZNF7	141	137	109	211	145	93
ENSG00000147804	SLC39A4	23	13	17	28	12	13
ENSG00000147813	NAPRT	280	494	306	347	519	285
ENSG00000147852	VLDLR	198	128	258	377	174	205
ENSG00000147853	AK3	1577	1338	1737	2046	2327	1276
ENSG00000147854	UHRF2	300	261	337	313	371	214
ENSG00000147862	NFIB	216	140	218	633	241	229
ENSG00000147872	PLIN2	9725	8319	9581	11112	10247	8540
ENSG00000147874	HAUS6	256	156	222	312	277	151
ENSG00000147883	CDKN2B	967	1100	1352	1885	2127	1304
ENSG00000147889	CDKN2A	285	383	301	202	383	212
ENSG00000147894	C9orf72	174	191	224	188	303	148
ENSG00000147905	ZCCHC7	242	158	168	207	211	143
ENSG00000147912	FBXO10	105	84	97	100	98	90
ENSG00000147955	SIGMAR1	667	594	612	1028	751	661
ENSG00000148019	CEP78	152	81	137	187	189	105
ENSG00000148090	AUH	127	140	145	177	205	124
ENSG00000148110	HIATL1	355	267	346	625	419	298
ENSG00000148120	C9orf3	77	75	83	103	91	75
ENSG00000148143	ZNF462	140	109	197	489	212	203
ENSG00000148153	INIP	321	284	289	309	375	204
ENSG00000148154	UGCG	475	354	443	784	833	416
ENSG00000148158	SNX30	231	195	235	459	307	202
ENSG00000148175	STOM	9938	7295	12052	15632	12243	9127
ENSG00000148180	GSN	8508	19679	8417	9909	17699	7190
ENSG00000148187	MRRF	621	424	645	743	585	496
ENSG00000148218	ALAD	305	335	290	478	338	245
ENSG00000148219	ASTN2	246	273	341	320	314	281
ENSG00000148225	WDR31	20	11	22	46	27	18
ENSG00000148229	POLE3	337	304	371	238	382	293
ENSG00000148248	SURF4	4528	3283	4252	5516	3962	3544
ENSG00000148290	SURF1	136	156	141	170	172	129
ENSG00000148291	SURF2	85	53	77	67	66	48
ENSG00000148296	SURF6	180	275	212	243	289	133
ENSG00000148297	MED22	141	205	183	243	196	139
ENSG00000148300	REXO4	166	185	138	155	208	120
ENSG00000148303	RPL7A	7420	8073	6360	6591	7778	5657
ENSG00000148308	GTF3C5	599	544	517	496	582	464
ENSG00000148331	ASB6	121	144	136	259	205	130
ENSG00000148334	PTGES2	438	539	446	446	585	433
ENSG00000148335	NTMT1	116	125	106	113	143	100
ENSG00000148337	CIZ1	421	260	464	795	404	401
ENSG00000148339	SLC25A25	287	423	358	502	612	422
ENSG00000148341	SH3GLB2	149	197	158	194	192	133
ENSG00000148343	FAM73B	228	315	266	281	282	235
ENSG00000148344	PTGES	78	62	76	120	86	62
ENSG00000148356	LRSAM1	60	72	76	132	104	88
ENSG00000148358	GPR107	474	395	467	987	558	401
ENSG00000148362	C9orf142	70	116	51	68	89	69
ENSG00000148384	INPP5E	53	88	74	123	109	54
ENSG00000148396	SEC16A	284	294	513	1820	449	473
ENSG00000148399	DPH7	96	117	94	130	144	93
ENSG00000148400	NOTCH1	99	116	140	449	171	144
ENSG00000148411	NACC2	338	366	391	600	386	277
ENSG00000148426	PROSER2	29	37	26	32	44	26
ENSG00000148429	USP6NL	424	245	360	524	339	294
ENSG00000148444	COMMD3	117	80	103	91	141	96
ENSG00000148450	MSRB2	241	312	240	176	292	188
ENSG00000148459	PDSS1	86	68	95	87	112	73
ENSG00000148468	FAM171A1	261	224	324	517	285	299
ENSG00000148481	FAM188A	485	400	635	495	600	491
ENSG00000148484	RSU1	1912	1061	1898	1977	1659	1459
ENSG00000148498	PARD3	522	468	447	522	567	388
ENSG00000148516	ZEB1	667	471	560	659	836	428
