id	sym	MCF7_ctl_1	MCF7_ctl_2	MCF7_ctl_3	MCF7_WNT5A_1	MCF7_WNT5A_2	MCF7_WNT5A_3
ENSG00000260273	na	13	15	7	9	17	8
ENSG00000260274	na	190	214	216	154	218	206
ENSG00000260276	na	79	75	52	51	48	53
ENSG00000260277	na	4	7	10	4	7	15
ENSG00000260278	na	1	0	3	1	1	6
ENSG00000260279	na	136	195	146	90	155	142
ENSG00000260280	SLX1B-SULT1A4	0	0	1	0	0	0
ENSG00000260281	ITFG1-AS1	4	5	6	1	4	8
ENSG00000260282	EIF4EBP2P2	0	0	0	0	0	1
ENSG00000260284	TPSP2	8	8	11	6	8	12
ENSG00000260285	na	479	421	318	283	318	372
ENSG00000260286	C6orf229	0	0	1	0	0	0
ENSG00000260288	na	17	23	13	11	14	20
ENSG00000260289	na	0	1	0	0	1	1
ENSG00000260290	na	10	10	4	9	8	9
ENSG00000260293	na	86	85	84	66	64	91
ENSG00000260296	na	20	18	16	25	34	24
ENSG00000260298	ACTG1P16	1	1	1	0	0	2
ENSG00000260300	na	33	34	39	26	46	44
ENSG00000260303	na	1	0	0	0	0	0
ENSG00000260305	NTRK3-AS1	0	1	0	0	0	1
ENSG00000260308	na	0	0	0	0	0	1
ENSG00000260310	na	6	23	10	2	6	9
ENSG00000260316	na	42	52	38	26	38	36
ENSG00000260317	na	39	32	30	28	35	33
ENSG00000260318	COX6CP1	9	12	5	6	3	5
ENSG00000260322	na	2	5	2	2	4	2
ENSG00000260325	HSPB9	7	10	11	6	8	10
ENSG00000260326	PHBP21	3	1	2	2	2	3
ENSG00000260328	na	6	9	7	3	2	6
ENSG00000260329	na	26	26	32	16	24	31
ENSG00000260331	na	6	11	9	5	4	4
ENSG00000260335	na	1	0	0	1	0	2
ENSG00000260337	na	95	35	58	96	35	52
ENSG00000260339	HEXA-AS1	54	42	27	17	48	36
ENSG00000260340	na	9	6	3	4	8	5
ENSG00000260343	LINC01043	0	1	0	0	0	0
ENSG00000260347	MOCS1P1	1	0	0	0	0	2
ENSG00000260350	na	2	3	4	4	3	3
ENSG00000260351	na	22	20	21	9	21	22
ENSG00000260352	na	12	18	12	6	17	18
ENSG00000260357	DNM1P34	1	2	1	1	1	2
ENSG00000260360	na	12	18	16	9	12	10
ENSG00000260361	na	32	56	30	23	50	34
ENSG00000260364	na	0	0	0	0	1	0
ENSG00000260366	na	2	3	1	1	4	3
ENSG00000260367	na	27	29	34	20	23	22
ENSG00000260368	na	43	56	51	31	55	35
ENSG00000260369	na	6	9	4	2	3	6
ENSG00000260372	AQP4-AS1	13	11	3	10	7	13
ENSG00000260377	na	6	2	3	7	3	6
ENSG00000260378	na	0	0	0	2	0	1
ENSG00000260381	na	5	3	3	2	6	4
ENSG00000260382	na	5	2	1	2	5	4
ENSG00000260388	LINC00562	14	24	17	5	12	19
ENSG00000260389	WBP11P1	1	0	1	1	1	1
ENSG00000260392	na	0	1	0	0	0	0
ENSG00000260394	na	16	11	11	5	14	22
ENSG00000260395	na	0	0	0	0	0	1
ENSG00000260398	na	15	24	21	6	18	24
ENSG00000260400	na	20	34	24	15	11	30
ENSG00000260401	na	1342	948	1011	1037	1270	934
ENSG00000260403	na	5	0	2	5	2	4
ENSG00000260404	na	252	319	241	199	271	235
ENSG00000260405	na	0	0	0	1	0	0
ENSG00000260409	na	4	2	3	0	3	0
ENSG00000260410	na	10	15	9	7	13	10
ENSG00000260411	na	4	1	1	4	1	2
ENSG00000260412	na	12	8	5	6	10	9
ENSG00000260416	na	1	1	3	0	2	3
ENSG00000260417	na	22	31	11	18	27	37
ENSG00000260418	na	23	22	18	18	25	24
ENSG00000260423	na	18	43	44	12	25	39
ENSG00000260425	na	7	7	10	3	5	9
ENSG00000260426	na	1	0	0	0	0	0
ENSG00000260430	na	25	23	21	14	14	23
ENSG00000260431	na	0	1	2	2	0	1
ENSG00000260436	na	5	13	8	10	3	7
ENSG00000260439	LMF1-AS1	7	15	17	9	9	5
ENSG00000260440	LINC01544	2	2	1	0	2	2
ENSG00000260441	na	2	5	4	4	1	2
ENSG00000260442	ATP2A1-AS1	74	43	48	42	66	72
ENSG00000260443	na	24	21	15	13	11	11
ENSG00000260445	na	0	0	1	0	0	0
ENSG00000260447	na	0	2	3	1	2	2
ENSG00000260448	LCMT1-AS1	14	22	13	11	16	16
ENSG00000260452	TPRKBP2	5	5	2	2	2	3
ENSG00000260454	na	1	0	0	0	0	0
ENSG00000260456	C16orf95	45	59	38	25	50	40
ENSG00000260459	FTLP14	38	43	39	25	28	33
ENSG00000260460	na	23	12	19	15	32	22
ENSG00000260461	na	50	29	41	35	36	26
ENSG00000260464	na	19	20	10	6	20	24
ENSG00000260466	na	2	0	0	1	1	1
ENSG00000260468	LINC01290	36	34	23	32	39	33
ENSG00000260469	C15orf59-AS1	0	2	2	2	1	5
ENSG00000260470	na	5	11	2	3	7	3
ENSG00000260471	na	4	2	3	1	5	2
ENSG00000260473	na	2	2	1	0	1	1
ENSG00000260475	na	13	16	11	9	6	17
ENSG00000260476	na	0	0	0	1	1	0
ENSG00000260479	na	0	0	0	0	1	2
ENSG00000260483	na	0	0	1	0	0	0
ENSG00000260487	na	0	4	3	3	2	1
ENSG00000260488	na	1	3	1	1	0	3
ENSG00000260490	MYL12BP1	4	7	3	5	5	9
ENSG00000260493	na	10	17	10	5	12	12
ENSG00000260494	na	11	12	7	11	8	12
ENSG00000260495	na	73	84	56	44	63	58
ENSG00000260496	na	1	0	0	1	0	0
ENSG00000260498	na	3	0	2	0	1	0
ENSG00000260500	na	1	1	4	1	2	1
ENSG00000260505	na	1	2	1	3	1	1
ENSG00000260507	na	2	0	0	0	1	0
ENSG00000260509	na	6	8	5	4	5	10
ENSG00000260510	na	2	0	0	0	2	2
ENSG00000260511	na	0	0	1	0	0	0
ENSG00000260515	na	0	1	0	0	0	0
ENSG00000260517	na	1	0	1	1	1	1
ENSG00000260518	BMS1P8	26	34	24	26	31	27
ENSG00000260519	na	0	1	0	1	0	0
ENSG00000260520	na	0	1	0	0	0	0
ENSG00000260521	na	2	3	1	1	1	0
ENSG00000260522	na	0	0	0	0	1	0
ENSG00000260526	na	73	86	63	46	63	88
ENSG00000260528	FAM157C	311	383	247	207	332	296
ENSG00000260532	na	0	0	0	1	0	4
ENSG00000260536	na	0	3	1	1	4	0
ENSG00000260541	na	8	9	7	1	9	4
ENSG00000260542	na	0	0	0	0	1	0
ENSG00000260545	na	0	2	0	1	2	1
ENSG00000260549	MT1L	0	1	0	0	0	0
ENSG00000260550	na	1	0	0	0	0	0
ENSG00000260552	na	16	15	23	12	23	30
ENSG00000260555	na	0	1	1	0	0	0
ENSG00000260558	na	0	0	2	1	3	1
ENSG00000260563	na	167	188	122	108	167	170
ENSG00000260565	na	988	1297	980	720	1045	1027
ENSG00000260569	na	3	5	5	7	7	4
ENSG00000260570	na	0	0	0	0	0	1
ENSG00000260571	BNIP3P5	1	1	0	1	0	0
ENSG00000260572	na	26	48	25	23	30	30
ENSG00000260574	na	0	0	0	0	1	0
ENSG00000260576	EIF5A2P1	1	4	2	1	2	1
ENSG00000260577	na	11	6	13	8	9	12
ENSG00000260580	na	2	1	4	2	5	4
ENSG00000260581	na	0	0	0	0	1	0
ENSG00000260582	TPST2P1	0	1	1	0	0	0
ENSG00000260583	na	1	2	1	0	0	0
ENSG00000260585	na	6	4	1	1	1	2
ENSG00000260586	na	4	4	3	3	3	5
ENSG00000260588	na	84	58	61	57	57	77
ENSG00000260589	STAM-AS1	61	61	54	45	69	83
ENSG00000260592	na	5	4	1	5	6	1
ENSG00000260593	na	1	1	1	3	1	2
ENSG00000260594	na	0	0	0	0	1	1
ENSG00000260597	na	86	75	78	68	70	99
ENSG00000260599	na	1	1	0	0	0	0
ENSG00000260600	na	0	0	0	0	1	0
ENSG00000260601	na	4	6	6	2	3	7
ENSG00000260602	HMGN2P40	3	1	2	1	5	3
ENSG00000260604	na	16	22	20	14	14	16
ENSG00000260608	na	7	7	9	11	14	16
ENSG00000260611	na	1	0	0	0	0	0
ENSG00000260612	na	3	1	3	1	2	0
ENSG00000260613	na	0	5	1	4	3	2
ENSG00000260616	na	0	1	0	0	0	0
ENSG00000260617	na	0	2	2	1	0	0
ENSG00000260618	na	93	106	70	63	82	68
ENSG00000260619	na	21	26	12	10	19	22
ENSG00000260620	na	8	12	8	5	2	12
ENSG00000260621	na	0	2	0	0	0	1
ENSG00000260624	na	0	1	0	0	0	0
ENSG00000260625	na	16	9	10	8	17	14
ENSG00000260626	na	10	6	6	11	19	11
ENSG00000260628	na	0	0	1	0	0	0
ENSG00000260630	SNAI3-AS1	78	97	88	63	79	84
ENSG00000260633	na	16	13	15	10	14	11
ENSG00000260634	na	0	0	0	1	0	2
ENSG00000260635	na	7	5	4	4	3	5
ENSG00000260639	na	0	1	1	2	1	2
ENSG00000260640	na	0	1	0	0	1	1
ENSG00000260641	na	2	1	1	3	2	4
ENSG00000260643	na	8	17	13	11	9	15
ENSG00000260644	HERC2P5	5	2	3	2	3	4
ENSG00000260645	na	36	49	38	20	47	37
ENSG00000260646	na	11	18	11	4	13	14
ENSG00000260647	na	5	9	4	1	6	2
ENSG00000260648	na	4	8	2	3	2	7
ENSG00000260650	na	1	1	0	2	0	1
ENSG00000260651	na	0	1	2	3	1	4
ENSG00000260657	na	0	2	1	0	0	1
ENSG00000260658	na	18	18	10	7	16	16
ENSG00000260660	na	6	3	5	2	1	5
ENSG00000260661	na	0	5	2	2	3	4
ENSG00000260664	na	4	7	5	3	5	7
ENSG00000260668	na	2	3	2	3	6	5
ENSG00000260669	na	41	38	38	22	42	41
ENSG00000260671	na	2	4	2	0	1	3
ENSG00000260672	na	8	11	5	4	9	12
ENSG00000260674	na	0	0	0	0	1	0
ENSG00000260676	LINC01541	6	8	4	3	3	4
ENSG00000260677	na	13	3	6	4	7	5
ENSG00000260678	na	2	4	0	1	2	2
ENSG00000260683	na	5	5	3	2	4	1
ENSG00000260685	na	4	2	2	0	1	2
ENSG00000260686	na	16	22	14	11	18	19
ENSG00000260689	HNRNPA3P11	2	4	2	2	4	3
ENSG00000260690	CYCSP39	2	0	1	1	4	1
ENSG00000260693	na	42	42	46	33	48	42
ENSG00000260695	na	1	0	0	0	0	0
ENSG00000260698	na	18	18	13	16	14	20
ENSG00000260702	na	1	0	0	0	0	1
ENSG00000260708	na	152	113	101	130	174	148
ENSG00000260710	na	15	9	10	13	6	10
ENSG00000260711	na	125	163	117	91	144	125
ENSG00000260714	na	4	2	1	3	5	3
ENSG00000260719	na	26	28	18	13	33	30
ENSG00000260723	na	0	0	1	1	1	1
ENSG00000260727	SLC7A5P1	25	23	26	11	28	22
ENSG00000260729	na	3	3	0	1	4	1
ENSG00000260731	KRT8P22	33	27	41	27	31	36
ENSG00000260733	na	4	10	4	0	6	0
ENSG00000260735	na	849	1023	790	616	793	860
ENSG00000260737	LINC01227	3	2	1	1	1	0
ENSG00000260738	LINC00554	0	1	0	0	0	0
ENSG00000260740	na	0	1	0	0	2	0
ENSG00000260742	na	50	52	55	40	55	31
ENSG00000260743	na	13	6	4	7	6	8
ENSG00000260744	na	0	3	2	2	3	0
ENSG00000260747	na	3	1	1	1	0	0
ENSG00000260750	na	8	13	5	8	10	7
ENSG00000260751	na	96	113	99	80	125	116
ENSG00000260756	na	0	1	3	2	1	2
ENSG00000260757	na	6	9	7	6	10	9
ENSG00000260761	na	0	1	0	0	1	0
ENSG00000260763	na	7	10	9	8	4	6
ENSG00000260764	na	1	0	1	1	0	0
ENSG00000260766	na	273	299	216	209	298	241
ENSG00000260773	na	19	32	15	14	23	31
ENSG00000260774	na	110	113	75	61	107	93
ENSG00000260776	na	5	4	2	2	2	4
ENSG00000260777	na	28	28	19	21	17	25
ENSG00000260778	na	61	78	71	60	71	72
ENSG00000260779	na	0	0	0	0	1	0
ENSG00000260781	ARHGAP23P1	0	1	0	0	0	0
ENSG00000260782	na	2	1	2	1	6	5
ENSG00000260784	na	1	1	1	0	0	1
ENSG00000260786	na	2	0	1	2	3	4
ENSG00000260788	na	0	0	0	0	1	0
ENSG00000260790	na	12	22	7	4	15	12
ENSG00000260792	na	20	25	12	14	10	17
ENSG00000260793	na	238	285	188	137	205	228
ENSG00000260795	na	2	0	2	0	1	0
ENSG00000260796	na	13	19	14	13	7	13
ENSG00000260798	na	1	4	3	0	0	4
ENSG00000260799	KRT8P50	0	0	0	0	1	0
ENSG00000260803	na	7	4	6	4	8	4
ENSG00000260804	na	360	256	314	263	321	314
ENSG00000260805	na	55	33	48	34	44	46
ENSG00000260806	na	136	109	113	97	103	136
ENSG00000260807	na	49	33	47	41	35	51
ENSG00000260808	na	14	17	16	3	14	10
ENSG00000260809	na	1	1	1	0	1	0
ENSG00000260810	na	61	68	44	46	63	67
ENSG00000260814	na	4	12	12	6	12	12
ENSG00000260815	na	6	9	6	9	4	10
ENSG00000260816	na	8	13	7	7	8	10
ENSG00000260818	UNGP1	7	3	9	2	4	3
ENSG00000260822	na	1454	1555	1132	1035	1441	1285
ENSG00000260828	HMGB3P32	0	1	0	0	0	0
ENSG00000260830	na	18	25	13	19	8	20
ENSG00000260831	na	7	11	10	6	9	13
ENSG00000260834	na	7	6	5	6	6	3
ENSG00000260837	na	9	10	5	4	10	11
ENSG00000260838	na	6	5	6	7	2	1
ENSG00000260840	na	0	1	2	1	0	0
ENSG00000260844	na	1	0	1	0	0	0
ENSG00000260852	FBXL19-AS1	524	863	423	380	749	489
ENSG00000260853	na	200	222	181	155	196	216
ENSG00000260855	na	96	92	85	91	86	58
ENSG00000260859	na	1	0	0	1	0	1
ENSG00000260860	na	0	6	3	2	1	2
ENSG00000260862	na	4	8	12	3	14	8
ENSG00000260865	na	1	1	1	0	0	1
ENSG00000260868	na	0	1	0	0	0	0
ENSG00000260870	na	0	0	1	0	0	0
ENSG00000260871	na	1	1	5	1	3	1
ENSG00000260872	na	87	147	84	65	97	113
ENSG00000260874	na	26	23	20	13	19	17
ENSG00000260876	LINC01229	0	1	2	0	2	0
ENSG00000260877	na	0	2	1	5	2	2
ENSG00000260880	HCCAT5	1	0	0	0	3	0
ENSG00000260882	na	6	1	1	2	4	4
ENSG00000260884	na	32	41	26	21	38	40
ENSG00000260886	TAT-AS1	2	1	1	1	2	3
ENSG00000260891	na	9	13	5	12	8	12
ENSG00000260895	na	4	1	3	1	1	0
ENSG00000260896	na	20	35	23	26	42	37
ENSG00000260898	ADPGK-AS1	17	25	6	8	16	6
ENSG00000260899	na	0	1	0	0	0	1
ENSG00000260903	XKR7	19	23	17	9	21	14
ENSG00000260905	na	0	1	0	0	0	0
ENSG00000260907	na	12	12	4	11	6	11
ENSG00000260908	na	36	35	25	24	32	32
ENSG00000260909	na	0	0	1	0	0	0
ENSG00000260910	LINC00565	3	0	3	3	2	2
ENSG00000260911	na	11	15	11	1	7	5
ENSG00000260912	na	345	346	372	261	321	325
ENSG00000260913	LINC01254	11	9	6	4	9	5
ENSG00000260916	CCPG1	651	503	506	537	562	503
ENSG00000260917	na	291	332	213	224	340	239
ENSG00000260918	na	3	5	6	0	1	6
ENSG00000260919	na	6	6	3	4	7	4
ENSG00000260920	na	87	84	96	67	73	99
ENSG00000260922	na	0	1	0	0	0	0
ENSG00000260923	na	101	119	69	56	68	99
ENSG00000260924	LINC01311	42	48	37	41	54	41
ENSG00000260927	na	5	7	5	1	1	2
ENSG00000260928	SPCS2P1	1	1	1	0	0	1
ENSG00000260932	na	10	5	6	8	11	8
ENSG00000260939	na	0	1	0	0	0	0
ENSG00000260940	na	2	1	2	0	0	1
ENSG00000260941	LINC00622	0	6	1	1	2	1
ENSG00000260942	CAPN10-AS1	205	255	174	146	199	221
ENSG00000260944	FOXC2-AS1	0	0	0	0	1	0
ENSG00000260945	na	5	6	6	0	3	5
ENSG00000260947	na	1	2	2	1	2	1
ENSG00000260948	na	25	23	25	12	27	22
ENSG00000260949	na	11	15	13	7	14	12
ENSG00000260953	na	1	3	3	0	1	4
ENSG00000260954	na	13	8	15	10	6	16
ENSG00000260955	na	5	8	5	1	5	3
ENSG00000260962	LINC00557	0	1	0	0	0	0
ENSG00000260965	RPL23AP91	1	0	2	1	0	0
ENSG00000260966	na	31	40	32	24	16	31
ENSG00000260969	na	0	1	4	2	0	1
ENSG00000260971	na	4	9	3	2	4	1
ENSG00000260975	na	76	83	55	62	102	85
ENSG00000260976	na	5	11	5	5	5	3
ENSG00000260977	na	8	7	6	9	5	3
ENSG00000260978	MKRN3-AS1	5	1	0	2	2	3
ENSG00000260979	na	2	6	1	4	5	3
ENSG00000260986	na	31	24	32	32	29	29
ENSG00000260988	na	12	3	7	3	8	12
ENSG00000260989	na	3	15	8	2	8	4
ENSG00000260991	na	0	0	0	1	0	0
ENSG00000260992	DOCK9-AS2	22	24	23	10	23	24
ENSG00000260996	na	2	2	2	5	3	4
ENSG00000260997	na	0	0	2	0	1	1
ENSG00000261000	na	2	1	1	2	0	0
ENSG00000261002	na	10	5	2	3	5	3
ENSG00000261003	na	6	5	6	11	5	7
ENSG00000261007	na	0	0	3	0	0	0
ENSG00000261008	LINC01572	136	219	128	96	168	177
ENSG00000261019	na	14	27	16	18	19	16
ENSG00000261024	na	10	9	4	7	7	7
ENSG00000261025	na	0	0	0	0	0	1
ENSG00000261026	na	18	28	19	9	21	7
ENSG00000261028	na	3	7	5	3	4	5
ENSG00000261030	na	0	1	0	0	0	0
ENSG00000261033	na	5	2	1	1	0	3
ENSG00000261038	na	7	7	4	6	7	4
ENSG00000261039	na	3	4	1	1	5	4
ENSG00000261040	WFDC21P	22	18	28	13	11	20
ENSG00000261043	na	1	1	1	2	1	2
ENSG00000261044	na	1	0	0	0	0	0
ENSG00000261049	na	0	1	1	0	1	0
ENSG00000261051	na	19	24	7	8	17	20
ENSG00000261052	SULT1A3	188	236	221	174	208	251
ENSG00000261053	NAMPTP3	1	0	0	0	1	1
ENSG00000261054	na	0	4	4	3	2	2
ENSG00000261055	na	1	0	1	0	0	0
ENSG00000261056	na	9	15	16	5	20	13
ENSG00000261058	na	4	3	3	9	3	1
ENSG00000261060	na	14	16	9	12	21	16
ENSG00000261061	na	636	819	656	489	816	804
ENSG00000261063	na	0	0	0	0	1	0
ENSG00000261064	na	22	24	13	6	22	20
ENSG00000261067	na	28	42	30	14	15	30
ENSG00000261068	na	28	49	18	27	42	30
ENSG00000261070	na	0	1	2	1	0	2
ENSG00000261072	na	0	1	3	0	2	1
ENSG00000261078	na	0	1	2	0	2	0
ENSG00000261079	na	29	27	21	25	13	28
ENSG00000261080	na	10	14	10	8	12	13
ENSG00000261082	LINC01228	3	7	4	6	2	0
ENSG00000261083	na	1	2	3	1	0	11
ENSG00000261087	na	78	73	66	57	71	64
ENSG00000261089	na	0	1	0	1	1	1
ENSG00000261090	na	4	9	4	5	6	4
ENSG00000261092	na	0	0	0	1	2	1
ENSG00000261094	na	240	257	182	172	196	222
ENSG00000261095	na	0	2	1	0	0	1
ENSG00000261096	na	18	13	6	7	6	10
ENSG00000261097	LINC00563	1	0	0	0	0	0
ENSG00000261098	na	39	33	24	22	31	38
ENSG00000261101	na	37	41	22	15	42	32
ENSG00000261103	na	0	0	1	0	0	0
ENSG00000261104	na	34	41	21	32	31	45
ENSG00000261105	LMO7-AS1	1	0	1	2	1	0
ENSG00000261114	na	6	11	5	3	10	2
ENSG00000261115	TMEM178B	1846	1962	1349	1288	1925	1525
ENSG00000261116	na	1974	2483	1490	1401	2166	1693
ENSG00000261117	na	8	4	6	7	6	4
ENSG00000261118	na	69	82	58	48	65	63
ENSG00000261121	na	6	13	5	8	3	12
ENSG00000261123	na	22	21	21	17	26	23
ENSG00000261124	na	6	12	3	6	8	5
ENSG00000261126	na	76	94	72	46	77	72
ENSG00000261131	na	1	5	4	2	2	1
ENSG00000261135	na	257	353	203	171	370	286
ENSG00000261136	na	119	123	71	87	84	104
ENSG00000261140	na	44	58	52	34	51	46
ENSG00000261141	na	8	6	4	10	8	8
ENSG00000261143	ADAMTS7P3	10	5	1	3	2	0
ENSG00000261147	na	4	6	5	1	1	2
ENSG00000261150	EPPK1	6133	6020	5612	4431	5859	5188
ENSG00000261151	na	1	0	0	0	0	0
ENSG00000261158	na	2	0	0	0	0	0
ENSG00000261159	na	28	20	26	13	18	24
ENSG00000261166	na	4	3	1	1	9	1
ENSG00000261167	na	56	41	63	39	44	52
ENSG00000261168	na	8	5	1	4	2	3
ENSG00000261170	na	0	3	2	0	0	0
ENSG00000261172	na	0	0	0	1	0	0
ENSG00000261173	na	4	3	2	6	5	3
ENSG00000261175	na	7	3	3	2	6	5
ENSG00000261177	na	31	45	26	17	35	21
ENSG00000261183	na	330	350	289	221	353	357
ENSG00000261186	na	9	12	17	18	18	23
ENSG00000261187	na	19	18	16	13	9	9
ENSG00000261188	na	266	313	238	202	316	287
ENSG00000261189	na	147	144	141	106	141	127
ENSG00000261191	na	0	0	0	0	1	0
ENSG00000261192	RNF126P1	0	0	1	0	0	0
ENSG00000261193	na	1	0	0	2	1	0
ENSG00000261195	na	0	2	1	1	4	1
ENSG00000261199	UBE2FP2	1	1	1	0	0	0
ENSG00000261200	na	98	122	84	77	114	81
ENSG00000261202	na	8	9	1	3	2	2
ENSG00000261204	na	13	3	6	5	9	9
ENSG00000261205	NIFKP4	9	11	10	4	5	11
ENSG00000261207	na	19	23	19	17	10	25
ENSG00000261208	na	0	1	0	0	0	0
ENSG00000261210	CLEC19A	0	0	1	0	0	0
ENSG00000261211	na	256	336	177	164	321	246
ENSG00000261212	na	23	43	20	14	36	24
ENSG00000261215	na	2	2	4	0	0	3
ENSG00000261216	na	72	100	75	42	69	62
ENSG00000261217	BCAP31P1	2	2	1	1	0	1
ENSG00000261220	na	97	44	73	91	72	93
ENSG00000261221	ZNF865	632	747	590	569	717	665
ENSG00000261222	na	0	0	0	0	0	1
ENSG00000261226	na	111	71	85	75	83	82
ENSG00000261229	na	8	5	4	8	4	4
ENSG00000261231	na	5	8	1	1	5	5
ENSG00000261232	na	1	0	1	2	0	0
ENSG00000261235	na	19	23	32	17	27	32
ENSG00000261239	ANKRD26P1	3	1	0	2	0	0
ENSG00000261240	na	1	0	1	1	0	1
ENSG00000261242	na	12	14	13	8	13	6
ENSG00000261243	na	3	12	8	2	5	6
ENSG00000261244	na	0	4	1	0	1	1
ENSG00000261248	na	4	9	8	7	7	5
ENSG00000261250	na	1	3	2	1	2	3
ENSG00000261251	na	16	17	10	18	18	14
ENSG00000261253	na	8	11	7	4	5	7
ENSG00000261257	na	0	1	0	0	0	0
ENSG00000261265	na	1	0	0	0	0	0
ENSG00000261266	na	4	5	7	2	4	4
ENSG00000261267	na	1	1	5	3	3	1
ENSG00000261268	na	1	0	0	0	0	0
ENSG00000261270	na	11	12	8	12	13	12
ENSG00000261272	MUC22	0	0	0	1	0	0
ENSG00000261273	na	0	0	1	0	2	0
ENSG00000261278	na	0	1	0	1	0	0
ENSG00000261285	na	1	1	0	0	1	0
ENSG00000261286	na	48	51	36	28	31	50
ENSG00000261290	CYP4A44P	0	0	0	0	1	0
ENSG00000261291	na	0	4	1	0	1	2
ENSG00000261292	na	28	77	22	13	52	30
ENSG00000261293	na	1	2	0	0	0	0
ENSG00000261294	na	1	2	0	0	0	0
ENSG00000261295	na	2	6	4	0	1	1
ENSG00000261296	na	14	15	7	7	9	8
ENSG00000261298	na	0	0	0	0	1	0
ENSG00000261299	na	1	0	0	0	4	1
ENSG00000261302	na	2	2	1	3	1	3
ENSG00000261303	na	13	11	8	4	4	14
ENSG00000261304	na	2	1	3	2	4	4
ENSG00000261305	na	7	5	6	5	9	9
ENSG00000261308	FIGNL2	1	0	1	1	1	1
ENSG00000261310	na	2	2	0	1	5	0
ENSG00000261312	na	0	0	0	1	1	0
ENSG00000261313	na	0	0	0	1	0	0
ENSG00000261315	LARP4P	1	4	1	5	0	3
ENSG00000261317	na	0	1	0	0	0	0
ENSG00000261318	na	1	0	1	1	0	2
ENSG00000261320	na	0	0	0	0	1	0
ENSG00000261324	na	466	778	490	316	644	490
ENSG00000261325	na	1	0	0	0	0	0
ENSG00000261326	LINC01355	402	411	283	298	399	296
ENSG00000261327	na	10	9	9	9	12	10
ENSG00000261329	na	8	14	14	11	9	14
ENSG00000261330	na	2	4	3	2	6	3
ENSG00000261332	na	0	0	1	0	0	0
ENSG00000261333	CD24P2	0	0	0	0	0	1
ENSG00000261334	na	22	25	19	18	37	18
ENSG00000261335	na	22	29	27	16	37	36
ENSG00000261336	EIF4BP5	6	5	3	0	3	3
ENSG00000261337	na	21	29	23	18	22	28
ENSG00000261338	na	29	20	21	22	40	21
ENSG00000261341	na	13	13	4	8	9	6
ENSG00000261342	na	24	37	27	27	25	23
ENSG00000261347	na	1	0	0	0	0	0
ENSG00000261349	na	8	11	12	5	4	10
ENSG00000261351	na	65	60	54	33	49	57
ENSG00000261353	na	16	17	21	13	18	21
ENSG00000261357	na	9	3	2	6	2	4
ENSG00000261359	PYCARD-AS1	4	1	1	0	0	2
ENSG00000261360	na	48	46	49	40	36	45
ENSG00000261364	na	2	6	1	2	7	6
ENSG00000261366	MANEA-AS1	11	4	9	8	10	17
ENSG00000261367	na	27	45	21	26	28	36
ENSG00000261368	na	1	0	0	0	0	0
ENSG00000261369	na	2	1	1	0	0	0
ENSG00000261373	VPS9D1-AS1	718	474	575	522	493	654
ENSG00000261375	na	0	0	0	0	0	1
ENSG00000261377	PDCD6IPP2	9	13	16	12	14	14
ENSG00000261379	na	617	1056	499	491	819	544
ENSG00000261386	na	9	16	15	5	11	15
ENSG00000261390	MAFTRR	7	8	5	5	6	8
ENSG00000261392	na	14	13	12	7	10	12
ENSG00000261394	na	2	0	0	0	0	0
ENSG00000261395	HSPE1P5	1	2	0	0	2	0
ENSG00000261396	na	2	4	4	0	4	6
ENSG00000261399	na	0	4	1	2	0	1
ENSG00000261403	na	3	3	1	2	6	1
ENSG00000261404	na	7	9	4	3	7	5
ENSG00000261405	na	6	4	7	3	1	6
ENSG00000261407	na	0	0	0	1	0	2
ENSG00000261408	TEN1-CDK3	62	89	59	36	88	71
ENSG00000261409	na	6	4	4	3	5	1
ENSG00000261411	na	2	1	3	1	1	0
ENSG00000261416	na	2	5	3	3	7	6
ENSG00000261419	na	3	0	1	1	0	3
ENSG00000261420	na	22	22	14	11	24	20
ENSG00000261423	na	48	60	47	35	47	46
ENSG00000261424	ATP5F1P7	0	1	1	0	0	0
ENSG00000261427	na	0	0	0	0	1	0
ENSG00000261428	na	41	60	44	41	52	51
ENSG00000261430	na	0	1	0	1	0	2
ENSG00000261431	na	4	0	3	2	5	3
ENSG00000261432	na	1	0	0	0	0	0
ENSG00000261433	na	2	0	2	0	1	0
ENSG00000261434	na	1	1	1	0	0	0
ENSG00000261436	na	0	3	2	0	1	2
ENSG00000261437	na	419	450	410	353	450	446
ENSG00000261438	na	1	1	4	1	7	0
ENSG00000261441	na	9	7	9	2	13	7
ENSG00000261442	na	2	3	7	5	3	4
ENSG00000261444	na	0	0	1	0	0	0
ENSG00000261446	LINC00559	6	3	1	2	3	1
ENSG00000261447	na	3	8	4	2	4	5
ENSG00000261448	na	0	1	0	0	0	1
ENSG00000261451	na	11	12	14	3	19	11
ENSG00000261455	LINC01003	438	469	383	414	439	478
ENSG00000261456	TUBB8	73	86	69	46	88	98
ENSG00000261457	na	1	0	0	0	0	0
ENSG00000261458	na	0	0	0	0	0	2
ENSG00000261460	na	15	16	16	15	12	19
ENSG00000261461	UBE2MP1	3	0	0	2	2	2
ENSG00000261462	na	1	2	7	3	4	6
ENSG00000261465	na	0	3	1	2	0	1
ENSG00000261466	na	3	2	4	3	1	3
ENSG00000261467	na	27	29	29	13	25	36
ENSG00000261468	na	2	2	1	1	2	5
